wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc
8,1,0,15,32,0,8,9,3,0.766233766,356,0.0,1,0.0,0.375,0,0,42.125,1,0.375
18,6,3,26,60,69,23,6,15,0.705882353,252,1.0,1,0.982630273,0.277777778,3,7,12.83333333,15,1.9444
3,1,0,0,14,3,0,0,2,2.0,133,0.0,0,0.0,0.333333333,0,0,43.33333333,4,1.6667
6,1,2,5,13,0,2,3,4,0.5,107,1.0,2,0.0,0.458333333,0,0,16.5,3,1.1667
10,3,0,5,45,21,1,5,7,0.740740741,359,1.0,0,0.804347826,0.45,0,0,34.3,2,1.1
3,4,0,11,15,3,0,11,3,2.0,59,0.0,0,0.979591837,0.444444444,3,13,18.66666667,3,1.3333
8,1,2,8,14,8,2,6,7,0.428571429,175,1.0,0,0.0,0.4375,0,0,20.75,11,3.125
1,1,0,4,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
8,1,17,31,36,22,17,14,0,0.771428571,190,1.0,0,0.0,0.346938776,0,0,22.125,5,1.75
3,1,0,10,22,1,1,9,2,0.5,141,1.0,1,0.0,0.666666667,0,0,45.33333333,6,2.0
2,3,0,7,12,1,0,7,1,2.0,52,0.0,0,0.947368421,0.833333333,0,0,25.0,5,2.5
11,1,0,11,34,0,2,9,10,0.566666667,210,1.0,1,0.0,0.272727273,0,0,17.81818182,3,1.0909
7,1,0,7,34,15,1,6,2,0.75,288,0.5,1,0.0,0.333333333,0,0,39.85714286,5,1.5714
13,2,0,9,62,52,0,9,8,0.939814815,449,0.0,2,0.620689655,0.346153846,2,3,32.15384615,10,2.3846
8,1,0,1,14,0,1,0,5,0.142857143,574,0.0,0,0.0,0.520833333,0,0,70.375,8,5.625
107,1,1,2,117,5671,1,1,107,2.0,648,0.0,0,0.0,0.191069574,0,0,5.056074766,1,0.9907
0,1,0,2,0,0,1,1,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
2,4,0,8,11,1,0,8,2,2.0,44,0.0,0,0.979591837,0.75,1,6,21.0,1,0.5
1,3,1,5,2,0,4,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0
7,2,2,10,27,1,2,8,6,0.333333333,134,1.0,1,0.666666667,0.342857143,2,3,18.0,5,1.5714
11,2,0,7,29,43,2,5,9,0.85,154,0.5,0,0.578947368,0.418181818,1,6,12.81818182,2,0.9091
11,1,1,2,20,53,2,1,0,0.9,90,1.0,0,0.0,0.4,0,0,7.090909091,2,0.9091
21,1,2,52,28,190,44,10,19,0.985,112,0.4,1,0.0,0.1625,0,0,3.857142857,1,0.9048
23,1,0,17,126,161,2,17,5,0.770833333,2117,0.791666667,0,0.0,0.148760331,0,0,90.0,53,4.5217
13,4,1,15,50,30,2,13,9,0.583333333,388,1.0,2,0.943925234,0.230769231,2,6,28.69230769,8,1.6923
3,1,0,2,4,0,2,0,3,0.0,20,1.0,0,0.0,1.0,0,0,5.333333333,1,0.6667
1,1,0,0,2,0,0,0,1,2.0,16,0.0,1,0.0,1.0,0,0,12.0,0,0.0
1,1,0,0,2,0,0,0,1,2.0,16,0.0,0,0.0,1.0,0,0,3.0,0,0.0
2,5,2,5,5,1,2,0,2,2.0,12,0.0,0,0.991935484,1.0,1,1,5.0,1,0.5
3,2,2,6,14,0,2,4,2,0.5,70,1.0,2,0.857142857,0.466666667,0,0,21.66666667,1,0.6667
3,2,26,37,9,3,29,8,2,2.0,24,0.0,0,0.964285714,0.5,1,2,7.0,1,0.6667
9,1,3,12,18,34,7,5,6,0.95,92,0.8,0,0.0,0.319444444,0,0,8.666666667,1,0.7778
4,2,0,21,12,0,11,11,2,0.0,169,0.0,0,0.857142857,0.583333333,1,1,41.0,1,0.75
38,4,4,21,104,613,4,0,29,0.897683398,839,1.0,1,0.644230769,0.22556391,1,1,20.71052632,18,1.8158
20,2,0,5,31,138,2,3,18,0.827067669,306,0.857142857,0,0.392857143,0.36,1,6,13.95,2,0.9
1,2,0,8,2,0,3,5,1,2.0,10,0.0,0,0.0,1.0,0,0,9.0,0,0.0
2,4,0,6,10,1,0,6,2,2.0,31,0.0,0,0.979591837,0.75,1,6,14.0,1,0.5
15,4,0,3,38,105,1,2,15,2.0,195,0.0,0,0.87037037,0.32,1,1,12.0,6,1.7333
13,1,0,19,30,26,15,6,13,0.733333333,274,1.0,3,0.0,0.338461538,0,0,19.69230769,5,2.1538
7,2,0,16,43,21,1,15,7,1.166666667,682,0.0,0,0.25,0.642857143,0,0,96.28571429,1,0.8571
7,4,0,2,20,21,1,0,7,2.0,67,0.0,0,0.910447761,0.571428571,2,2,8.571428571,2,1.0
46,1,0,3,53,1009,2,1,45,0.966666667,245,0.0,0,0.0,0.190217391,0,0,4.195652174,1,0.9783
4,1,0,5,8,2,4,3,1,1.0,239,0.2,3,0.0,0.5,0,0,56.25,6,3.25
3,5,0,6,10,3,1,5,1,2.0,30,0.0,0,0.990697674,0.583333333,1,2,9.0,1,0.6667
3,4,0,17,19,1,0,17,3,0.5,107,1.0,1,0.979591837,0.444444444,3,14,34.0,1,0.6667
11,2,0,5,21,49,2,3,9,0.85,106,0.5,0,0.578947368,0.522727273,1,6,8.454545455,2,0.8182
10,5,0,8,53,0,1,7,5,0.883141762,1073,1.0,1,0.954545455,0.211111111,2,8,100.5,11,3.4
9,5,0,11,43,0,2,9,8,0.71875,420,0.75,1,0.946969697,0.277777778,4,12,45.22222222,15,3.0
21,4,0,19,52,160,5,19,13,0.8625,287,1.0,4,0.641509434,0.166666667,1,2,12.28571429,5,1.6667
4,1,0,6,4,6,3,4,4,2.0,4,0.0,0,0.0,0.625,0,0,0.0,1,1.0
5,1,0,1,5,10,1,0,5,2.0,5,0.0,0,0.0,1.0,0,0,0.0,1,1.0
7,4,0,2,11,21,0,2,7,2.0,43,0.0,0,0.94,0.571428571,0,0,5.142857143,1,0.8571
9,3,0,4,12,30,1,4,9,0.25,50,1.0,0,0.766666667,0.555555556,2,5,4.444444444,1,0.7778
12,1,0,3,44,64,1,2,0,0.981818182,586,1.0,0,0.0,0.318181818,0,0,47.41666667,8,1.8333
49,2,1,10,124,608,2,8,41,0.9,1409,1.0,6,0.737142857,0.131944444,2,9,27.55102041,3,1.0408
11,5,0,13,30,5,4,9,9,0.65,168,1.0,0,0.91,0.327272727,2,10,13.90909091,3,1.2727
1,1,0,5,1,0,5,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
5,3,0,3,15,10,1,2,4,2.0,50,0.0,0,0.785714286,0.5,0,0,9.0,1,0.6
3,4,0,11,27,3,0,11,2,1.5,170,0.0,0,0.96,0.476190476,1,7,55.33333333,8,3.0
3,3,0,6,6,3,0,6,2,1.0,21,1.0,1,0.952380952,0.666666667,0,0,5.333333333,1,0.3333
5,2,0,1,14,4,0,1,4,0.25,94,1.0,0,0.764705882,0.533333333,0,0,17.6,1,0.8
14,2,0,8,34,41,1,7,12,0.711538462,225,0.0,0,0.458333333,0.285714286,1,5,14.78571429,9,2.0
5,1,0,2,6,8,1,1,3,0.75,20,1.0,1,0.0,0.5,0,0,2.8,1,0.6
5,3,0,22,38,0,0,22,4,0.5,205,1.0,1,0.933333333,0.333333333,2,7,39.6,6,2.0
17,1,0,60,64,78,44,16,17,0.96875,462,0.2,1,0.0,0.211764706,0,0,25.58823529,2,0.9412
2,1,0,9,2,1,8,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0
69,1,3,23,112,1936,20,8,36,0.971362229,1158,0.894736842,1,0.0,0.118171683,0,0,15.50724638,31,2.3043
4,1,0,2,6,0,1,1,4,0.333333333,35,1.0,2,0.0,0.5,0,0,7.25,3,1.25
4,1,0,3,4,6,3,0,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0
55,1,1,65,90,831,58,10,48,0.766666667,733,0.7,4,0.0,0.143874644,0,0,12.14545455,5,2.0545
3,5,2,6,6,3,5,1,3,1.5,17,1.0,0,1.0,0.777777778,0,0,4.333333333,0,0.0
1,1,0,1,1,0,1,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
2,1,0,1,13,1,1,0,2,2.0,103,0.0,0,0.0,0.5,0,0,49.5,10,5.0
3,1,0,4,5,3,0,4,3,2.0,12,0.0,0,0.0,0.833333333,0,0,3.0,1,0.6667
9,1,0,3,12,20,1,2,8,0.8125,54,1.0,3,0.0,0.375,0,0,4.555555556,1,0.7778
4,1,0,1,7,0,1,0,4,0.333333333,23,1.0,0,0.0,0.625,0,0,4.5,1,0.75
13,6,0,9,56,44,3,9,1,0.763888889,316,1.0,1,0.982378855,0.384615385,4,12,22.84615385,5,1.2308
3,2,0,3,6,3,0,3,3,2.0,17,0.0,0,0.965517241,0.533333333,0,0,4.666666667,1,0.3333
4,1,0,11,28,0,2,9,3,0.611111111,201,0.833333333,3,0.0,0.666666667,0,0,47.75,9,2.5
6,1,0,0,6,15,0,0,6,2.0,6,0.0,0,0.0,0.75,0,0,0.0,1,1.0
12,1,0,10,24,6,2,9,11,0.787878788,156,0.0,1,0.0,0.375,0,0,11.5,2,1.0
4,1,0,6,4,6,6,0,4,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0
11,2,0,19,40,17,2,19,2,0.775,599,0.0,6,0.4,0.222222222,0,0,52.36363636,15,2.8182
3,3,0,6,21,3,1,5,2,2.0,102,0.0,0,0.875,0.722222222,2,2,33.0,3,1.0
11,1,3,13,16,41,11,2,10,0.84,93,0.6,1,0.0,0.327272727,0,0,7.0,1,0.8182
3,2,0,11,17,3,1,10,2,2.0,149,0.0,0,0.894736842,0.5,1,1,48.66666667,1,0.6667
21,4,2,9,55,162,4,5,18,0.71,361,1.0,1,0.768115942,0.19375,2,9,15.95238095,6,1.619
2,3,0,0,3,1,0,0,2,2.0,374,0.0,0,0.974358974,1.0,0,0,186.0,1,0.5
3,1,0,8,11,1,2,6,2,0.5,26,1.0,0,0.0,0.5,0,0,7.333333333,1,0.3333
4,3,0,1,15,6,0,1,3,1.333333333,2120,0.0,0,0.926829268,0.333333333,0,0,495.5,2,1.0
7,1,0,34,96,9,2,32,3,0.833333333,527,0.75,0,0.0,0.361111111,0,0,73.71428571,20,4.2857
10,2,0,4,14,45,2,2,10,1.111111111,67,0.333333333,0,0.272727273,0.32,0,0,5.4,1,0.8
15,1,0,10,75,105,10,0,9,2.0,591,0.0,0,0.0,0.276190476,0,0,38.4,11,3.4667
27,4,0,2,35,351,0,2,27,2.0,171,0.0,0,0.783333333,0.37962963,0,0,5.333333333,3,1.1111
7,0,0,9,22,21,1,8,1,2.0,137,0.0,0,0.0,0.5,0,0,18.57142857,9,2.2857
7,2,0,5,27,0,1,4,7,0.5,115,1.0,0,0.6,0.476190476,0,0,15.14285714,4,1.2857
34,3,0,12,86,0,2,10,27,0.998521803,822,1.0,1,0.536231884,0.308080808,1,1,21.97058824,4,1.5588
15,2,0,6,43,95,1,5,15,0.946428571,202,0.75,1,0.813333333,0.266666667,1,1,12.2,2,1.0667
5,3,0,1,16,8,0,1,3,1.246296296,2125,0.0,0,0.926829268,0.333333333,0,0,397.0,2,0.8
7,4,0,7,26,0,0,7,7,0.611111111,145,1.0,0,0.910447761,0.357142857,0,0,19.28571429,1,0.8571
12,1,0,11,17,18,9,4,12,0.681818182,103,1.0,2,0.0,0.241666667,0,0,7.083333333,1,0.75
8,1,0,15,54,0,3,14,2,0.428571429,378,1.0,0,0.0,0.342857143,0,0,45.875,5,1.875
6,1,1,5,17,3,3,2,5,0.4,121,1.0,0,0.0,0.388888889,0,0,18.83333333,5,1.8333
13,1,0,17,14,78,11,8,12,1.041666667,20,0.0,1,0.0,0.427083333,0,0,0.384615385,1,0.9231
16,4,0,37,79,10,5,35,13,0.566666667,921,1.0,0,0.829545455,0.232142857,2,9,56.3125,18,3.4375
6,1,0,1,27,15,1,0,5,2.0,264,0.0,0,0.0,0.291666667,0,0,43.0,1,0.8333
0,1,0,1,0,0,1,0,0,2.0,48,0.0,0,0.0,0.0,0,0,0.0,0,0.0
22,3,0,22,67,145,6,19,16,0.861904762,434,0.7,5,0.486486486,0.155844156,1,1,18.27272727,13,1.5455
3,1,0,4,8,1,3,1,0,0.5,45,1.0,0,0.0,0.5,0,0,13.66666667,2,0.6667
2,5,1,3,10,0,1,2,1,0.0,44,1.0,0,0.952380952,0.75,1,1,20.0,2,1.0
31,1,0,116,38,463,114,2,27,0.866666667,340,1.0,0,0.0,0.203703704,0,0,9.870967742,2,1.0968
2,5,0,6,8,1,0,6,2,2.0,34,0.0,0,0.98245614,0.75,1,6,16.0,1,0.5
94,1,11,63,186,4361,28,53,86,0.967741935,1012,0.8,3,0.0,0.067131328,0,0,9.712765957,2,1.0745
4,4,5,9,5,0,5,4,3,0.333333333,18,1.0,1,0.921052632,0.4375,0,0,3.25,1,0.75
1,1,0,0,1,0,0,0,1,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0
4,4,0,6,18,6,2,4,2,2.0,110,0.0,0,0.971830986,0.392857143,1,10,26.5,1,0.5
5,1,0,2,14,0,1,1,4,1.24380805,1114,0.009287926,0,0.0,0.5,0,0,157.2,9,2.2
11,4,0,3,14,55,0,3,11,2.0,61,0.0,0,0.891304348,0.545454545,1,4,4.545454545,1,0.9091
11,1,0,19,11,55,15,4,11,2.0,11,0.0,0,0.0,0.262626263,0,0,0.0,1,1.0
2,1,0,9,2,1,9,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0
14,3,0,10,90,63,1,10,9,0.923076923,615,1.0,0,0.74,0.222222222,1,1,42.14285714,3,1.2857
4,2,0,6,25,0,1,5,2,0.444444444,152,0.0,2,0.727272727,0.5625,1,4,36.25,1,0.75
13,1,0,7,33,26,5,2,12,0.604166667,261,1.0,0,0.0,0.252747253,0,0,18.76923077,7,1.4615
1,3,0,12,2,0,12,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0
42,1,14,28,78,809,16,12,33,0.909756098,498,1.0,7,0.0,0.118466899,0,0,10.61904762,4,1.5714
17,1,0,62,64,78,47,15,17,0.96875,462,0.2,1,0.0,0.219607843,0,0,25.58823529,2,0.9412
6,1,0,6,39,0,1,5,5,0.6,339,1.0,1,0.0,0.333333333,0,0,54.66666667,4,1.3333
2,1,0,8,2,1,6,2,2,2.0,2,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0
8,1,0,6,23,0,5,1,8,0.0,154,1.0,0,0.0,0.34375,0,0,18.125,2,1.0
6,1,2,6,14,15,2,4,5,2.0,50,0.0,0,0.0,0.541666667,0,0,7.333333333,2,1.0
27,4,0,2,35,351,0,2,27,2.0,171,0.0,0,0.783333333,0.37962963,0,0,5.333333333,3,1.1111
4,2,0,3,17,0,1,2,2,0.555555556,121,0.333333333,0,0.571428571,0.45,0,0,28.5,7,2.25
3,3,0,0,4,1,0,0,2,0.5,247,0.0,0,0.974358974,1.0,0,0,81.0,1,0.3333
8,3,0,4,18,10,0,4,6,0.714285714,172,1.0,0,0.840909091,0.75,0,0,20.125,4,1.75
4,2,0,4,16,4,1,4,2,0.833333333,109,0.0,0,0.769230769,0.4,0,0,25.75,3,1.75
2,1,0,4,4,1,2,2,1,2.0,10,0.0,0,0.0,0.75,0,0,4.0,1,0.5
15,1,0,7,34,105,6,1,14,1.071428571,338,0.0,0,0.0,0.103030303,0,0,21.46666667,6,1.8667
13,1,0,66,13,78,66,1,13,2.0,13,0.0,0,0.0,0.369230769,0,0,0.0,1,1.0
18,1,0,0,18,153,0,0,18,2.0,18,0.0,0,0.0,0.5,0,0,0.0,1,1.0
56,1,0,14,88,1436,1,13,45,0.663636364,650,1.0,1,0.0,0.125757576,0,0,10.5,6,1.125
6,1,0,0,6,15,0,0,6,2.0,6,0.0,0,0.0,1.0,0,0,0.0,1,1.0
9,1,0,4,15,0,2,2,8,0.1875,243,1.0,1,0.0,0.422222222,0,0,25.77777778,6,2.1111
16,0,0,17,35,102,4,14,10,0.858333333,189,1.0,3,0.0,0.222222222,0,0,10.3125,3,1.125
27,3,0,8,101,157,5,3,15,0.824786325,1286,0.888888889,1,0.294117647,0.183760684,1,7,45.62962963,4,1.1111
3,4,0,8,9,1,1,7,3,0.5,26,0.0,1,0.99086758,0.555555556,0,0,7.333333333,1,0.6667
43,1,0,13,91,783,4,9,1,0.962585034,1954,0.166666667,2,0.0,0.328042328,0,0,43.46511628,19,1.5349
3,1,0,4,5,3,0,4,3,2.0,18,0.0,0,0.0,0.833333333,0,0,5.0,1,0.6667
18,3,0,8,43,63,1,8,14,0.411764706,260,1.0,0,0.68627451,0.277777778,2,7,13.38888889,4,1.3333
7,2,0,8,11,19,4,6,6,0.833333333,39,1.0,1,0.444444444,0.333333333,0,0,4.428571429,1,0.7143
16,2,1,13,36,78,1,12,10,0.75,188,1.0,1,0.333333333,0.2375,1,1,10.5,3,1.0625
8,1,0,0,8,28,0,0,8,2.0,8,0.0,0,0.0,0.354166667,0,0,0.0,1,1.0
22,2,0,42,54,199,13,32,20,0.571428571,466,1.0,0,0.622641509,0.215909091,2,4,20.13636364,7,1.4091
6,3,0,5,27,3,1,5,4,0.4,135,1.0,0,0.880952381,0.5,0,0,21.16666667,2,1.0
3,1,0,0,14,3,0,0,2,2.0,102,0.0,0,0.0,0.333333333,0,0,33.0,1,0.6667
10,1,0,1,10,45,1,0,10,1.111111111,11,0.0,0,0.0,0.4,0,0,0.0,1,1.0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0
4,3,0,11,14,0,0,11,4,0.333333333,44,1.0,0,0.959459459,0.4,2,7,9.75,1,0.75
3,2,1,8,43,3,2,6,1,2.0,250,0.0,0,0.9,0.555555556,1,1,82.33333333,9,3.3333
4,1,0,0,4,6,0,0,4,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0
2,1,0,16,2,1,15,1,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0
0,1,0,0,0,0,0,0,0,2.0,15,0.0,0,0.0,0.0,0,0,0.0,0,0.0
9,1,0,9,34,0,1,8,8,0.458333333,206,1.0,1,0.0,0.416666667,0,0,21.55555556,2,0.8889
26,1,0,0,40,0,0,0,24,0.08,723,0.0,0,0.0,0.528846154,0,0,26.73076923,5,2.6538
6,1,0,0,36,15,0,0,0,0.933333333,304,0.333333333,0,0.0,0.333333333,0,0,49.16666667,1,0.8333
12,2,0,6,23,46,2,4,10,0.818181818,122,0.5,0,0.55,0.4,1,6,9.0,2,0.8333
3,2,0,3,5,3,1,2,0,2.0,24,0.0,0,0.5,0.555555556,0,0,7.0,2,1.3333
1,1,0,188,1,0,187,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
8,5,0,11,32,18,0,0,7,0.666666667,149,1.0,0,0.936936937,0.5,1,2,17.25,2,1.0
13,0,0,16,29,52,4,13,4,0.854166667,120,1.0,1,0.0,0.202380952,0,0,7.923076923,2,1.0
11,1,0,13,40,0,2,11,10,0.663636364,580,1.0,3,0.0,0.246753247,0,0,50.72727273,3,1.1818
53,1,0,100,145,1370,96,8,49,0.988461538,2291,0.0,0,0.0,0.076923077,0,0,42.13207547,22,4.8113
10,1,0,7,42,39,1,6,6,0.644444444,328,1.0,0,0.0,0.314285714,0,0,31.3,9,2.8
10,2,0,1,22,29,1,0,9,0.311111111,117,1.0,0,0.454545455,0.333333333,1,1,10.2,1,0.6
13,1,0,8,45,42,4,5,13,0.625,345,0.5,0,0.0,0.340659341,0,0,25.38461538,5,1.8462
6,4,0,4,51,15,0,4,3,1.2,304,1.0,0,0.915254237,0.366666667,2,4,49.16666667,1,0.8333
6,3,0,2,7,3,1,1,6,0.6,33,1.0,0,0.975124378,0.666666667,1,2,4.166666667,1,0.8333
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
7,1,0,2,12,9,2,0,7,0.333333333,47,1.0,0,0.0,0.476190476,0,0,5.428571429,1,0.7143
3,4,0,10,34,3,1,9,1,1.5,170,0.0,0,0.990566038,0.666666667,1,1,55.33333333,1,0.6667
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0
14,1,0,5,14,91,5,0,14,2.0,14,0.0,0,0.0,0.271428571,0,0,0.0,1,1.0
2,1,0,5,2,1,5,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0
10,1,0,2,12,25,1,0,10,0.805555556,53,1.0,0,0.0,0.7,0,0,3.9,1,0.9
11,1,0,4,25,0,1,3,6,0.52,241,1.0,1,0.0,0.242857143,0,0,20.45454545,3,1.4545
5,1,0,3,10,8,1,2,5,0.5,57,1.0,0,0.0,0.3,0,0,10.2,2,1.0
6,1,5,8,7,7,5,3,6,0.7,28,1.0,1,0.0,0.444444444,0,0,3.333333333,1,0.8333
9,1,0,7,34,0,0,7,8,0.75,298,0.25,0,0.0,0.592592593,0,0,31.66666667,5,2.7778
7,2,0,1,13,0,1,0,7,0.0,65,1.0,0,0.684210526,0.342857143,1,2,8.142857143,1,0.8571
2,1,0,6,13,1,1,5,2,2.0,53,0.0,0,0.0,0.5,0,0,25.5,1,0.5
10,5,0,6,29,0,1,5,7,0.688888889,212,1.0,0,0.777777778,0.3,2,5,19.7,5,1.2
9,4,0,3,12,36,0,3,9,2.0,50,0.0,0,0.911111111,0.555555556,1,4,4.555555556,1,0.8889
30,1,0,0,88,177,0,0,24,0.882032668,887,0.736842105,9,0.0,0.126666667,0,0,27.93333333,4,1.2333
7,1,2,7,23,21,2,5,3,2.0,133,0.0,0,0.0,0.666666667,0,0,18.0,5,1.8571
15,1,0,20,63,105,10,18,12,2.0,397,0.0,0,0.0,0.259259259,0,0,25.46666667,6,2.2
4,1,0,9,21,4,1,8,2,0.666666667,113,1.0,0,0.0,0.666666667,0,0,27.0,1,0.5
4,3,0,5,17,0,1,5,1,0.666666667,85,0.5,0,0.946428571,0.5,2,7,19.75,1,0.75
37,3,1,9,69,180,1,8,34,0.7,725,0.8,2,0.682692308,0.171171171,2,9,18.45945946,12,2.2973
8,4,9,18,21,8,9,9,4,2.0,110,0.0,0,0.872727273,0.5,2,5,12.75,2,1.125
25,1,0,7,78,194,2,5,17,0.878787879,530,0.727272727,3,0.0,0.261904762,0,0,19.76,3,1.04
6,4,0,18,21,15,7,11,6,1.0,80,0.0,0,0.981900452,0.375,3,8,12.16666667,1,0.6667
36,2,0,21,49,590,5,19,36,0.963809524,261,1.0,2,0.406779661,0.160493827,1,2,5.833333333,2,1.0
6,1,0,5,6,15,4,1,6,2.0,6,0.0,0,0.0,0.444444444,0,0,0.0,1,1.0
2,3,0,4,4,1,0,4,1,2.0,9,0.0,0,0.916666667,0.75,1,1,3.5,1,0.5
11,3,0,16,42,17,7,9,10,0.7,291,1.0,2,0.75,0.287878788,1,1,25.0,3,1.9091
8,2,0,4,15,0,1,4,6,0.821428571,102,0.75,2,0.142857143,0.238095238,0,0,10.75,3,1.0
5,2,0,5,19,0,1,5,3,0.583333333,78,1.0,2,0.636363636,0.466666667,1,1,14.0,2,1.0
6,1,5,25,8,15,24,1,6,2.0,21,0.0,0,0.0,0.583333333,0,0,2.5,1,0.8333
2,4,0,2,4,1,0,2,1,2.0,20,0.0,0,0.971428571,0.75,1,1,9.0,3,1.5
1,1,0,5,1,0,5,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
11,2,0,5,21,49,2,3,9,1.0,109,0.2,0,0.578947368,0.522727273,1,6,8.454545455,2,0.8182
19,7,1,10,108,137,4,8,10,0.767676768,767,0.909090909,0,0.97473997,0.194736842,4,8,38.78947368,10,2.4211
3,1,0,8,3,3,8,0,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0
11,2,0,5,21,49,2,3,9,0.85,106,0.5,0,0.578947368,0.522727273,1,6,8.454545455,2,0.8182
3,3,0,6,7,3,1,5,2,2.0,23,0.0,0,0.9,0.5,1,1,6.666666667,2,1.0
7,2,0,6,15,9,2,4,7,0.722222222,64,1.0,1,0.454545455,0.357142857,1,1,7.714285714,1,0.8571
6,6,0,12,22,11,1,12,5,0.6,87,1.0,1,0.857142857,0.305555556,0,0,13.16666667,1,0.8333
3,4,0,2,14,3,1,2,3,2.0,60,0.0,0,0.979166667,0.666666667,0,0,19.0,3,1.6667
4,1,0,0,4,6,0,0,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0
14,3,0,24,39,23,13,13,13,0.8,256,0.0,0,0.745098039,0.198412698,2,9,16.92857143,3,1.5
1,4,0,2,2,0,1,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0
94,1,0,5,126,413,1,4,10,0.802541544,10760,0.272727273,1,0.0,0.338709677,0,0,113.1170213,95,10.5426
5,3,0,5,7,0,1,4,4,0.0,34,1.0,0,0.75,0.533333333,1,1,5.6,1,0.6
11,4,0,3,14,55,0,3,11,2.0,61,0.0,0,0.891304348,0.545454545,1,6,4.545454545,1,0.9091
15,1,0,5,32,33,3,2,14,0.595238095,210,1.0,0,0.0,0.226190476,0,0,12.6,3,1.1333
7,1,1,8,19,21,4,4,7,1.0,70,1.0,1,0.0,0.785714286,0,0,8.857142857,4,1.2857
5,3,0,29,45,4,1,29,4,0.5,267,1.0,1,0.933333333,0.333333333,1,6,52.2,4,1.8
7,3,0,16,27,19,4,12,7,2.0,105,0.0,0,0.814814815,0.371428571,0,0,14.0,4,1.4286
86,1,0,98,300,2749,45,54,48,0.914285714,3446,1.0,5,0.0,0.167320261,0,0,38.90697674,35,2.2209
6,2,0,4,22,3,1,3,0,1.0625,288,0.0,0,0.636363636,0.285714286,1,2,44.33333333,25,5.1667
2,3,0,4,5,1,1,3,2,2.0,17,0.0,0,0.976190476,0.75,1,1,7.0,1,0.5
2,2,0,5,8,0,1,4,2,0.0,33,1.0,0,0.973684211,0.625,0,0,15.0,2,1.0
51,1,0,27,115,1275,11,25,40,1.02,2159,0.0,0,0.0,0.181372549,0,0,40.82352941,18,3.3333
8,3,0,18,18,4,7,11,5,0.571428571,75,1.0,0,0.922077922,0.325,2,8,8.125,1,0.75
6,1,0,8,47,13,0,8,3,0.8,257,0.5,0,0.0,0.2,0,0,41.5,6,1.5
1,4,0,2,2,0,1,1,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0
2,1,0,6,8,1,2,4,2,2.0,33,0.0,0,0.0,0.5,0,0,15.5,3,1.5
10,3,4,124,15,27,120,5,9,0.888888889,87,1.0,2,0.898734177,0.288888889,0,0,6.9,1,0.8
3,1,0,3,8,0,1,2,3,0.5,29,0.0,0,0.0,0.666666667,0,0,8.0,1,0.6667
12,2,0,5,26,42,1,4,10,0.787878788,182,0.333333333,0,0.523809524,0.226190476,1,4,13.91666667,2,1.1667
47,2,0,23,100,943,9,22,38,0.87458194,1056,1.0,1,0.274193548,0.104859335,0,0,21.19148936,6,1.3617
3,2,0,10,21,3,4,6,2,2.0,106,0.0,0,0.75,0.666666667,1,3,34.33333333,11,4.0
5,1,0,13,5,10,11,3,5,2.0,5,0.0,0,0.0,0.45,0,0,0.0,1,1.0
5,4,0,3,8,10,0,3,5,2.0,28,0.0,0,0.953488372,0.6,1,4,4.6,1,0.8
2,2,0,10,9,1,2,8,1,2.0,40,0.0,0,0.947368421,0.6,1,2,18.5,1,0.5
1,1,1,23,2,0,23,0,1,2.0,12,0.0,0,0.0,1.0,0,0,9.0,0,0.0
4,2,0,11,12,2,1,11,3,0.444444444,62,1.0,0,0.625,0.45,1,2,13.75,1,0.75
